,,,0,,,,,,,0,0.994913784,0,0.005086216,,,,0,,,,,,,0,0.994913784,0,0.005086216,,,,0,0.994913784,0,0.005086216,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0.994913784,0,0.005086216,,,,0,,,
20752,0,0,20752,1,0,0,81656375,0,0,81656376,1.000000004,0,0,79275132,0,0,79275136,0.999999965,0,0,1592346,0,0,1592346,1,0.00E+00,0.00E+00,79152600,0,0,79152600,1,0,0,1973367,0,0,1973367,1.000000013,0,0,107752,0,0,107752,1.000000013,0,0,731481,0,0,731481,1.000000013,0,0,85194,0,0,85194,1.000000013,0,0,2897794,0,0,2897794,1,0,0,5,0,0,5,1.000000013,0,0
761,0,0,761,1,0,0,533225,0,0,533225,1,0,0,510527,0,0,510527,1,0,0,0,0,0,0,0.99998,1.00E-05,1.00E-05,360778,0,0,360778,1,0,0,145545,0,0,145545,1,0,0,19968,0,0,19968,1,0,0,70022,0,0,70022,1,0,0,-28099,0,0,-28099,1,0,0,207436,0,0,207436,1,0,0,1,0,0,1,1,0,0
25254,0,0,25254,1,0,0,18691022,0,0,18691022,1,0,0,16410546,0,0,16410546,1,0,0,0,0,0,0,0.99998,1.00E-05,1.00E-05,15318361,0,0,15318361,1,0,0,2870365,0,0,2870365,1,0,0,373378,0,0,373378,1,0,0,614594,0,0,614594,1,0,0,687,0,0,687,1,0,0,3859024,0,0,3859024,1,0,0,7,0,0,7,1,0,0
29114,531,233,29878,0.974429346,0.017772274,0.00779838,21943524,1057066,133357,23133948,0.752355195,0.035137434,0.212507342,19804221,821341,116285,20741848,0.759375859,0.030450453,0.210173655,20156,0,0,20156,0.99998,1.00E-05,1.00E-05,14635585,879598,110985,15626168,0.745345376,0.047235814,0.20741881,4977675,122005,15394,5115074,0.765601241,0.018341861,0.216056901,2022696,46847,5949,2075492,0.756573248,0.01735715,0.226069606,1030640,16421,4430,1051491,0.753944184,0.012009135,0.234046685,44671,0,0,44671,1.000000004,0,0,8075682,185273,25773,8286728,0.762752395,0.017192805,0.2200548,6,1,1,8,0.692246177,0.096123087,0.21163074
115393,31904,49491,196788,0.5863823,0.162123707,0.251493994,59070523,12598312,29075349,100744184,0.58516304,0.119796509,0.295040405,61407447,12758044,23640967,97806456,0.635777123,0.125048839,0.239174011,1119767,554995,1324448,2999210,0.377101183,0.176992089,0.445906729,45859116,9850429,24509821,80219368,0.581291629,0.118630755,0.300077615,5130959,2192946,3389199,10713104,0.489670721,0.196229726,0.314099507,995469,382225,834390,2212084,0.458541998,0.1659365,0.375521457,7022395,696583,2664564,10383542,0.650146915,0.064459027,0.285394012,2288096,24471,49554,2362121,0.965079682,0.009908803,0.025011468,15436919,3296225,6937707,25670852,0.596486074,0.123206075,0.280307851,196,21,60,277,0.713140451,0.073024323,0.21383518
6995,0,2152,9147,0.764731606,0,0.235268394,2718820,0,534623,3253443,0.872554958,0,0.127445062,2402059,0,561254,2963313,0.859417901,0,0.140582119,393644,0,100877,494521,0.848589646,0,0.151410354,2350722,0,442855,2793577,0.88606461,0,0.11393539,266459,0,64491,330950,0.855361194,0,0.144638826,43279,0,18167,61446,0.78054892,0,0.2194511,54604,0,24569,79173,0.754030351,0,0.245969669,37290,0,8226,45516,0.852043204,0,0.147956816,401632,0,115453,517085,0.830989646,0,0.169010354,21,0,6,27,0.817872784,0,0.182127236
65147,5926,12509,83582,0.779438157,0.070900433,0.14966141,14789836,820254,1962433,17572524,0.852316298,0.050571687,0.097112029,12764744,706614,1850095,15321453,0.848120954,0.047069138,0.104809874,1947313,329043,859366,3135722,0.686082636,0.103982363,0.209935002,12209480,582563,1547225,14339268,0.856951574,0.046190233,0.096858193,2216112,219112,415539,2850763,0.7878063,0.06922462,0.142969045,182917,18575,33866,235358,0.794841026,0.085769857,0.119389082,881926,25466,64870,972262,0.881400921,0.034179356,0.084419689,81265,-3652,-45400,32213,1.926507431,-0.0799442,-0.846563265,3362220,259501,468875,4090596,0.840493394,0.061747142,0.097759464,128,11,17,156,0.827411988,0.073512468,0.099075509
24841,2368,2174,29383,0.845420822,0.080590818,0.073988361,5932055,541684,487536,6961275,0.883361889,0.056383888,0.060254249,5256654,576581,431917,6265152,0.873478236,0.066684749,0.059837042,203336,258228,44333,505897,0.566640181,0.369861413,0.063498406,4850972,425007,412519,5688498,0.878950871,0.056388872,0.064660257,729950,86766,62330,879046,0.87389224,0.071521363,0.054586424,120038,26519,9215,155772,0.823849423,0.123357498,0.052793105,346906,-4840,20492,362558,0.961655124,-0.0096731,0.048018002,170667,14686,97,185450,0.942239181,0.057381843,0.000379003,1367561,123131,92134,1582826,0.897487746,0.056367922,0.046144332,60,4,6,70,0.872537961,0.041405664,0.086056401
65493,9547,11972,87012,0.752689284,0.109720498,0.137590217,22662794,2686949,3096269,28446012,0.812143373,0.094740604,0.093116009,22905366,2960206,2702568,28568140,0.81854714,0.101418676,0.080034169,409466,265568,622857,1297891,0.377032906,0.192176342,0.430790752,18583083,2078522,2506865,23168470,0.841216956,0.069541286,0.089241758,2952310,328383,446753,3727446,0.812177751,0.084131118,0.103691116,925803,120361,130708,1176872,0.814969756,0.091312589,0.093717641,795372,164447,178818,1138637,0.679912731,0.184565292,0.135521962,77961,134840,-1205,211596,0.287688203,0.729763679,-0.017451896,4751446,748031,755074,6254551,0.747833095,0.150481109,0.101685795,141,20,21,182,0.787732511,0.107760603,0.104506871
22241,1645,605,24491,0.908129517,0.067167531,0.024702952,94443643,2834779,273302,97551728,0.967072939,0.028895058,0.004032029,74536270,3271464,217305,78025040,0.954250817,0.041691495,0.004057741,0,0,0,0,0.99998,1.00E-05,1.00E-05,81619735,2188993,261799,84070528,0.969565024,0.026228575,0.004206402,2126936,161859,8137,2296932,0.92491058,0.070069334,0.005020034,1151419,14605,1996,1168020,0.985634081,0.012433419,0.001932448,10805119,233439,5642,11044200,0.977157653,0.021017373,0.001824922,101590,425476,0,527066,0.192746259,0.807253741,0,14185064,835379,15775,15036218,0.94244715,0.055243888,0.002308961,14,1,2,17,0.823396429,0.058491176,0.118112343
